cement,slag,fly_ash,water,superplasticizer,coarse_agg,fine_agg,age,strength,w_c_ratio,w_b_ratio,cement_aggregate_ratio
446.0,24.0,79.0,162.0,11.61,967.0,712.0,7.0,52.00717468,0.36,0.3,0.27
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,3.0,17.57474324,0.72,0.4,0.12
522.0,0.0,0.0,146.0,0.0,896.0,896.0,28.0,74.98740976,0.28,0.28,0.29
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28.0,31.74347504,0.58,0.58,0.18
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7.0,13.089012384,0.84,0.5,0.12
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28.0,57.226508,0.3,0.27,0.27
158.4,0.0,194.9,219.7,11.0,897.7,712.9,28.0,8.536402356,1.39,0.62,0.1
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7.0,19.765208492,0.68,0.41,0.16
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270.0,55.064311264,0.67,0.6,0.21
312.7,0.0,0.0,178.1,8.0,999.7,822.2,28.0,25.10382116,0.57,0.57,0.17
151.6,0.0,111.9,184.4,7.9,992.0,815.9,28.0,12.180972492,1.22,0.7,0.08
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,56.0,53.95839176,0.72,0.4,0.12
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,3.0,13.54130864,0.75,0.51,0.11
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180.0,32.72253096,0.58,0.58,0.2
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,56.0,61.99078716,0.64,0.35,0.12
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,28.0,21.53923024,1.06,0.54,0.09
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,14.0,17.83674412,0.85,0.54,0.12
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28.0,69.83702404,0.3,0.3,0.3
298.0,0.0,107.0,164.0,13.0,953.0,784.0,28.0,35.85964676,0.55,0.4,0.17
277.05,0.0,97.39,160.6,11.83,973.9,875.61,14.0,41.885667,0.58,0.43,0.15
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7.0,18.12632404,0.58,0.58,0.2
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90.0,39.48629052,0.55,0.55,0.19
322.2,0.0,115.6,196.0,10.4,817.9,813.4,28.0,31.178794196,0.61,0.45,0.2
250.0,0.0,95.69,187.42,5.53,956.86,861.17,3.0,13.81709904,0.75,0.54,0.14
149.0,236.0,0.0,176.0,13.0,847.0,893.0,28.0,32.9569528,1.18,0.46,0.09
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,56.0,39.2656582,0.77,0.52,0.14
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3.0,28.79941252,0.56,0.3,0.19
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7.0,42.79577532,0.56,0.3,0.19
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270.0,42.131120456,0.48,0.48,0.31
480.0,0.0,0.0,192.0,0.0,936.0,721.0,28.0,43.89204216,0.4,0.4,0.29
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,3.0,13.33446584,0.75,0.51,0.11
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3.0,12.47262084,0.85,0.54,0.12
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,14.0,19.41564416,0.88,0.53,0.1
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180.0,37.32823064,0.62,0.62,0.17
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3.0,13.52062436,0.58,0.58,0.18
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3.0,28.29609504,0.57,0.3,0.2
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180.0,32.32952964,0.69,0.69,0.15
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3.0,41.09966436,0.37,0.3,0.22
154.8,183.4,0.0,193.3,9.1,1047.4,696.7,28.0,18.287661424,1.25,0.57,0.09
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56.0,56.14403068,0.36,0.3,0.27
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7.0,24.437787344,0.59,0.35,0.19
310.0,143.0,111.0,168.0,22.0,914.0,651.0,28.0,33.68779736,0.54,0.3,0.2
266.0,114.0,0.0,228.0,0.0,932.0,670.0,90.0,47.029847436,0.86,0.6,0.17
295.71,0.0,95.64,171.54,8.87,955.14,859.2,14.0,35.2322236,0.58,0.44,0.16
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180.0,29.58541516,0.63,0.63,0.18
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7.0,33.39821744,0.49,0.29,0.18
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7.0,45.69846928,0.34,0.27,0.2
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,3.0,30.44726016,0.58,0.4,0.15
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365.0,29.7853632,0.78,0.78,0.14
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,3.0,21.02212324,0.58,0.42,0.13
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28.0,29.073134492,1.26,0.4,0.08
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28.0,32.03994972,0.58,0.58,0.19
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28.0,16.503987012,1.43,0.54,0.1
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,28.0,32.66047812,0.75,0.51,0.14
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7.0,20.96696516,0.58,0.58,0.19
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,28.0,38.50033984,0.75,0.47,0.11
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28.0,39.604880392,0.49,0.49,0.23
164.0,163.0,128.0,197.0,8.0,961.0,641.0,28.0,27.234302,1.2,0.43,0.1
173.0,116.0,0.0,192.0,0.0,946.8,856.8,7.0,11.392211948,1.11,0.66,0.1
491.0,26.0,123.0,201.0,3.93,822.0,699.0,3.0,29.5489714305414,0.41,0.31,0.32
152.6,238.7,0.0,200.0,6.3,1001.8,683.9,28.0,26.859916532,1.31,0.51,0.09
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28.0,31.38150014,0.68,0.41,0.16
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762,0.36,0.29,0.24
149.0,153.0,194.0,192.0,8.0,935.0,623.0,28.0,24.5798194,1.29,0.39,0.1
250.0,0.0,95.69,187.42,5.53,956.86,861.17,14.0,24.91766264,0.75,0.54,0.14
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365.0,38.89334116,0.58,0.58,0.19
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,14.0,21.60128308,0.93,0.49,0.1
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,28.0,33.68779736,0.91,0.44,0.09
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28.0,39.28978986,0.48,0.48,0.31
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,14.0,32.90179472,0.98,0.4,0.09
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28.0,25.72434956,0.85,0.56,0.1
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28.0,32.88455782,0.81,0.49,0.14
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14.0,26.04840328,0.72,0.46,0.12
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3.0,25.2003478,0.49,0.29,0.18
210.7,316.1,0.0,185.7,0.0,977.0,689.3,28.0,37.813621744,0.88,0.35,0.13
313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28.0,36.804918356,0.57,0.42,0.19
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90.0,54.598914964,0.67,0.4,0.19
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,3.0,13.35515012,0.85,0.56,0.13
366.0,187.0,0.0,191.0,7.0,824.0,757.0,28.0,65.90701084,0.52,0.35,0.23
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,28.0,24.48329276,0.85,0.56,0.13
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270.0,67.11359384,0.36,0.36,0.3
446.0,24.0,79.0,162.0,11.61,967.0,712.0,3.0,35.36322404,0.36,0.3,0.27
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3.0,8.204074924,0.75,0.75,0.14
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,56.0,32.8535314,0.72,0.33,0.09
298.1,0.0,107.5,163.6,12.8,953.2,784.0,28.0,35.865852044,0.55,0.4,0.17
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28.0,17.596806472,1.0,0.6,0.1
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,56.0,53.46196904,0.98,0.4,0.09
314.0,145.0,113.0,179.0,8.0,869.0,690.0,28.0,46.2293658,0.57,0.31,0.2
424.0,22.0,132.0,168.0,8.92,822.0,750.0,56.0,74.3649114581204,0.4,0.29,0.27
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7.0,38.01770664,0.36,0.3,0.27
298.0,0.0,107.0,210.0,11.0,880.0,744.0,28.0,31.87447548,0.7,0.52,0.18
491.0,26.0,123.0,210.0,3.93,882.0,699.0,28.0,55.55108132,0.43,0.33,0.31
387.0,20.0,94.0,157.0,13.93,938.0,845.0,28.0,46.68441996,0.41,0.31,0.22
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28.0,36.447769788,0.6,0.48,0.25
157.0,214.0,152.0,200.0,9.0,819.0,704.0,28.0,33.05347944,1.27,0.38,0.1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,0.45,0.3,0.21
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,56.0,66.82401392,0.58,0.4,0.15
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90.0,26.94472208,0.78,0.78,0.14
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,100.0,33.5430074,1.06,0.54,0.09
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,3.0,23.52492112,0.58,0.39,0.13
250.2,166.8,0.0,203.5,0.0,977.6,694.1,7.0,19.35014394,0.81,0.49,0.15
202.0,11.0,141.0,206.0,1.72,942.0,801.0,56.0,23.245190854188,1.02,0.58,0.12
153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28.0,19.00885332,1.16,0.6,0.08
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,100.0,50.93848688,0.99,0.4,0.1
122.6,183.9,0.0,203.5,0.0,958.2,800.1,90.0,33.192064116,1.66,0.66,0.07
321.0,0.0,128.0,182.0,11.0,870.0,780.0,28.0,37.25928304,0.57,0.41,0.19
166.8,250.2,0.0,203.5,0.0,975.6,692.6,3.0,6.902344236,1.22,0.49,0.1
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90.0,50.732333556,1.0,0.4,0.12
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7.0,16.26473884,0.58,0.58,0.18
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3.0,11.654902304,0.66,0.66,0.16
322.5,148.6,0.0,185.8,8.5,951.0,709.5,28.0,52.426376088,0.58,0.39,0.19
159.1,186.7,0.0,175.6,11.3,989.6,788.9,28.0,32.768036376,1.1,0.51,0.09
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3.0,4.782205536,1.25,0.75,0.08
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7.0,11.46598588,0.74,0.74,0.13
302.0,0.0,0.0,203.0,0.0,974.0,817.0,14.0,18.12632404,0.67,0.67,0.17
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91.0,66.59648684,0.56,0.3,0.19
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100.0,39.2311844,0.72,0.33,0.09
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7.0,11.483912256,0.74,0.74,0.13
152.0,178.0,139.0,168.0,18.0,944.0,695.0,28.0,36.34917472,1.11,0.36,0.09
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,56.0,31.53663224,0.85,0.56,0.13
313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28.0,36.80422888,0.57,0.42,0.19
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3.0,41.2996124,0.27,0.27,0.3
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56.0,58.79851328,0.27,0.27,0.3
290.35,0.0,96.18,168.08,9.41,961.18,865.0,56.0,45.08483564,0.58,0.43,0.16
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,56.0,48.58737372,1.01,0.42,0.1
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,14.0,29.59230992,0.75,0.41,0.12
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28.0,25.726417988,1.09,0.57,0.1
359.0,19.0,141.0,154.0,10.91,942.0,801.0,56.0,66.7806754305414,0.43,0.3,0.21
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180.0,53.104130996,0.6,0.6,0.24
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,56.0,35.852752,0.91,0.44,0.09
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28.0,67.69964844,0.51,0.3,0.16
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7.0,11.1695112,0.8,0.8,0.12
446.0,24.0,79.0,162.0,11.61,967.0,712.0,56.0,61.06688932,0.36,0.3,0.27
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28.0,17.576122192,0.78,0.78,0.12
295.71,0.0,95.64,171.54,8.87,955.14,859.2,28.0,39.94134468,0.58,0.44,0.16
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,3.0,20.72564856,1.01,0.42,0.1
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28.0,18.746162964,0.75,0.75,0.14
108.3,162.4,0.0,203.5,0.0,938.2,849.0,7.0,7.723510152,1.88,0.75,0.06
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90.0,41.680203152,0.58,0.58,0.19
159.0,209.0,161.0,201.0,7.0,848.0,669.0,28.0,30.88163004,1.26,0.38,0.1
164.0,0.0,200.0,181.0,13.0,849.0,846.0,28.0,15.08573488,1.1,0.5,0.1
540.0,0.0,0.0,162.0,2.5,1040.0,676.0,28.0,79.98611076,0.3,0.3,0.31
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,14.0,31.81242264,1.05,0.41,0.1
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,14.0,35.9561734,0.64,0.35,0.12
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28.0,64.0178466,0.39,0.35,0.3
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,28.0,33.94290348,0.58,0.42,0.13
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28.0,37.42475728,0.48,0.48,0.21
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7.0,9.99050724,0.82,0.82,0.13
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7.0,9.617500724,1.17,0.47,0.09
313.8,0.0,112.6,169.9,10.1,925.3,782.9,28.0,38.461039708,0.54,0.4,0.18
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365.0,36.14922668,0.63,0.63,0.17
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056,0.36,0.29,0.24
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,56.0,53.77223324,0.95,0.41,0.1
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28.0,56.3991368,0.27,0.27,0.3
145.0,0.0,179.0,202.0,8.0,824.0,869.0,28.0,10.53519328,1.39,0.62,0.09
212.0,141.3,0.0,203.5,0.0,973.4,750.0,7.0,15.0305768,0.96,0.58,0.12
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7.0,17.54026944,0.57,0.57,0.18
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3.0,40.59634688,0.37,0.25,0.23
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91.0,82.5992248,0.37,0.25,0.23
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,100.0,63.52831864,0.64,0.35,0.12
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3.0,19.199148696,0.49,0.49,0.23
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,3.0,17.22311048,0.75,0.51,0.14
155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28.0,12.45883132,1.25,0.65,0.09
164.2,0.0,200.1,181.2,12.6,849.3,846.0,28.0,15.091250688,1.1,0.5,0.1
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28.0,71.98818916,0.3,0.3,0.25
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,28.0,31.2677366,0.94,0.49,0.1
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28.0,52.20022796,0.41,0.29,0.22
290.35,0.0,96.18,168.08,9.41,961.18,865.0,14.0,34.67374804,0.58,0.43,0.16
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90.0,21.859147104,0.75,0.75,0.14
252.31,0.0,98.75,146.25,14.17,987.76,889.01,28.0,50.60064364,0.58,0.42,0.13
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56.0,72.29845336,0.38,0.3,0.29
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90.0,54.315540328,0.4,0.4,0.29
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28.0,39.321505756,1.0,0.4,0.12
314.0,145.3,113.2,178.9,8.0,869.1,690.2,28.0,46.234192132,0.57,0.31,0.2
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28.0,65.99664272,0.42,0.3,0.28
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,100.0,58.60546,0.58,0.4,0.15
166.0,260.0,0.0,183.0,13.0,859.0,827.0,28.0,37.91428524,1.1,0.43,0.1
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28.0,37.427515184,0.53,0.48,0.28
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7.0,20.27748916,0.53,0.53,0.19
233.81,0.0,94.58,197.89,4.567,947.04,852.16,100.0,34.55653712,0.85,0.6,0.13
192.0,288.0,0.0,192.0,0.0,929.8,716.1,3.0,12.788400848,1.0,0.4,0.12
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120.0,39.38286912,0.58,0.58,0.18
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,28.0,46.38794528,1.06,0.41,0.09
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360.0,38.11423328,0.62,0.62,0.17
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7.0,17.24379476,0.62,0.62,0.17
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56.0,64.90037588,0.56,0.3,0.19
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91.0,68.09954452,0.49,0.29,0.18
380.0,95.0,0.0,228.0,0.0,932.0,594.0,365.0,43.698299404,0.6,0.48,0.25
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90.0,40.65839972,0.55,0.55,0.19
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7.0,11.957582268,0.91,0.55,0.11
262.0,111.0,86.0,195.0,5.0,895.0,733.0,28.0,33.7153764,0.74,0.42,0.16
387.0,20.0,94.0,157.0,14.32,938.0,845.0,7.0,36.83870268,0.41,0.31,0.22
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28.0,31.899986092,0.55,0.55,0.19
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3.0,36.3009114,0.36,0.28,0.24
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7.0,14.2032056,0.65,0.65,0.16
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90.0,32.068218236,0.66,0.66,0.16
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,100.0,49.97322048,0.85,0.54,0.12
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56.0,69.29923276,0.29,0.24,0.28
331.0,170.0,0.0,195.0,8.0,811.0,802.0,28.0,56.61287436,0.59,0.39,0.21
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,3.0,13.18278112,0.85,0.54,0.12
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14.0,25.48303296,1.06,0.54,0.09
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3.0,9.4458212,0.85,0.51,0.1
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180.0,71.62276688,0.32,0.32,0.31
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7.0,10.335934716,0.78,0.78,0.12
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28.0,44.0919902,0.4,0.4,0.29
222.36,0.0,96.67,189.29,4.46,967.08,870.32,14.0,24.44881896,0.85,0.59,0.12
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365.0,43.698299404,0.53,0.48,0.28
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7.0,47.09810556,0.41,0.29,0.22
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90.0,32.53292506,1.11,0.66,0.1
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,23.639177145812,0.43,0.3,0.21
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270.0,55.15808,0.4,0.4,0.29
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56.0,55.25460664,0.36,0.3,0.27
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,100.0,52.95865156,0.75,0.41,0.12
380.0,0.0,0.0,228.0,0.0,932.0,670.0,365.0,52.516697444,0.6,0.6,0.24
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90.0,48.846616696,0.49,0.49,0.23
339.0,0.0,0.0,197.0,0.0,968.0,781.0,3.0,13.22414968,0.58,0.58,0.19
261.0,100.0,78.0,201.0,9.0,864.0,761.0,28.0,32.39847724,0.77,0.46,0.16
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360.0,42.1269836,0.55,0.55,0.19
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,28.0,52.20022796,0.72,0.4,0.12
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28.0,43.377003588,0.67,0.4,0.19
451.0,0.0,0.0,165.0,11.25,1030.0,745.0,28.0,78.80021204,0.37,0.37,0.25
250.0,0.0,95.69,191.84,5.33,948.9,857.2,56.0,39.64487,0.77,0.55,0.14
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,3.0,19.51906556,0.75,0.47,0.11
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3.0,11.36256448,0.69,0.69,0.15
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28.0,17.54026944,0.78,0.78,0.12
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,28.0,33.27411176,0.77,0.52,0.14
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28.0,49.24927068,0.95,0.48,0.11
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91.0,56.49566344,0.41,0.29,0.22
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90.0,40.563252032,0.6,0.48,0.25
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28.0,25.216895224,0.63,0.63,0.16
102.0,153.0,0.0,192.0,0.0,887.0,942.0,3.0,4.565020596,1.88,0.75,0.06
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270.0,51.732763232,0.86,0.6,0.17
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,56.0,42.69924868,0.75,0.49,0.13
252.1,97.1,75.6,193.8,8.3,835.5,821.4,28.0,33.399596392,0.77,0.46,0.15
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,100.0,43.58177796,0.75,0.51,0.14
145.7,172.6,0.0,181.9,3.4,985.8,816.8,28.0,23.744174488,1.25,0.57,0.08
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,100.0,56.63355864,0.72,0.4,0.12
200.0,133.0,0.0,192.0,0.0,965.4,806.2,90.0,43.25082948,0.96,0.58,0.11
108.3,162.4,0.0,203.5,0.0,938.2,849.0,28.0,20.593958644,1.88,0.75,0.06
261.9,110.5,86.1,195.4,5.0,895.2,732.6,28.0,33.71882378,0.75,0.43,0.16
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7.0,23.404952296,0.58,0.58,0.19
133.0,200.0,0.0,192.0,0.0,927.4,839.2,3.0,6.883728384,1.44,0.58,0.08
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90.0,69.65776028,0.32,0.32,0.31
194.68,0.0,100.52,170.17,7.48,998.0,901.8,56.0,43.38872468,0.87,0.58,0.1
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28.0,44.32641204,0.57,0.37,0.21
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28.0,29.870858224,1.33,0.43,0.09
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28.0,31.35047372,0.48,0.48,0.22
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,14.0,25.62092816,0.57,0.57,0.21
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,3.0,15.52010476,0.98,0.4,0.09
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3.0,28.99936056,0.34,0.27,0.2
297.8,137.2,106.9,201.3,6.0,878.4,655.3,28.0,53.524711356,0.68,0.37,0.19
491.0,26.0,123.0,201.0,3.93,822.0,699.0,28.0,57.915984,0.41,0.31,0.32
160.0,188.0,146.0,203.0,11.0,829.0,710.0,28.0,32.83974188,1.27,0.41,0.1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,22.89749796,0.45,0.3,0.21
194.68,0.0,100.52,170.17,7.48,998.0,901.8,3.0,12.17614616,0.87,0.58,0.1
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3.0,39.300132,0.42,0.3,0.28
272.8,105.1,81.8,209.7,9.0,904.0,679.7,28.0,37.171030112,0.77,0.46,0.17
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7.0,10.787541496,1.11,0.66,0.1
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28.0,30.439675924,0.96,0.58,0.11
198.6,132.4,0.0,192.0,0.0,978.4,825.5,28.0,28.021683592,0.97,0.58,0.11
516.0,0.0,0.0,162.0,8.26,801.0,802.0,28.0,41.36856,0.31,0.31,0.32
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,28.0,18.28490352,1.25,0.57,0.09
135.0,0.0,166.0,180.0,10.0,961.0,805.0,28.0,13.29309728,1.33,0.6,0.08
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365.0,38.995383608,0.96,0.48,0.16
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91.0,74.19451236,0.38,0.3,0.29
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,3.0,15.60973664,0.75,0.41,0.12
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7.0,21.179323768,0.55,0.55,0.19
156.0,178.0,187.0,221.0,7.0,854.0,614.0,28.0,29.41304616,1.42,0.42,0.11
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,14.0,29.55094136,0.99,0.4,0.1
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7.0,14.596896396,0.66,0.66,0.16
321.3,164.2,0.0,190.5,4.6,870.0,774.0,28.0,57.218234288,0.59,0.39,0.2
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28.0,21.6495464,0.65,0.65,0.16
250.2,166.8,0.0,203.5,0.0,977.6,694.1,3.0,9.731264264,0.81,0.49,0.15
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,56.0,42.54756396,0.75,0.51,0.11
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,14.0,38.76923548,0.58,0.4,0.15
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90.0,52.908319812,0.6,0.6,0.24
