evaluation_fold,publication_group,n_rows,week08_split,week09_role,assignment_uses_target_values
Ref-48-Research,Ref-58-Research,18,train,train,False
Ref-48-Research,Ref-73-Research,18,train,train,False
Ref-48-Research,Ref-76-Research,18,train,train,False
Ref-48-Research,Ref-110-Research,18,train,train,False
Ref-48-Research,Ref-122-Research,18,train,train,False
Ref-48-Research,Ref-1-data,16,train,train,False
Ref-48-Research,Ref-15-Research,16,train,train,False
Ref-48-Research,Ref-98-Research,16,train,train,False
Ref-48-Research,Ref-102-Research,16,train,train,False
Ref-48-Research,Ref-107-Research,16,train,train,False
Ref-48-Research,Ref-125-Research,16,train,train,False
Ref-48-Research,Ref-147-Research,16,train,train,False
Ref-48-Research,Ref-168-Research,16,train,train,False
Ref-48-Research,Ref-157-Research,15,train,train,False
Ref-48-Research,Ref-30-Research,13,train,train,False
Ref-48-Research,Ref-36-Research,13,train,train,False
Ref-48-Research,Ref-18-Research,12,train,train,False
Ref-48-Research,Ref-23-Research,12,train,train,False
Ref-48-Research,Ref-59-Research,12,train,train,False
Ref-48-Research,Ref-69-Research,12,train,train,False
Ref-48-Research,Ref-90-Research,12,train,train,False
Ref-48-Research,Ref-132-Research,12,validation,calibration,False
Ref-48-Research,Ref-142-Research,12,train,train,False
Ref-48-Research,Ref-16-Research,11,train,train,False
Ref-48-Research,Ref-25-Research,11,train,train,False
Ref-48-Research,Ref-74-Research,11,train,train,False
Ref-48-Research,Ref-123-Research,11,train,train,False
Ref-48-Research,Ref-150-Research,11,train,train,False
Ref-48-Research,Ref-14-Research,10,train,train,False
Ref-48-Research,Ref-17-Research,10,train,train,False
Ref-48-Research,Ref-20-Research,10,train,train,False
Ref-48-Research,Ref-38-Research,10,train,train,False
Ref-48-Research,Ref-39-Research,10,train,train,False
Ref-48-Research,Ref-47-Research,10,train,train,False
Ref-48-Research,Ref-60-Research,10,train,train,False
Ref-48-Research,Ref-82-Research,10,train,train,False
Ref-48-Research,Ref-93-Research,10,train,train,False
Ref-48-Research,Ref-99-Research,10,train,train,False
Ref-48-Research,Ref-103-Research,10,train,train,False
Ref-48-Research,Ref-124-Research,10,train,train,False
Ref-48-Research,Ref-156-Research,10,train,train,False
Ref-48-Research,Ref-160-Research,10,test,train,False
Ref-48-Research,Ref-29-Research,9,train,train,False
Ref-48-Research,Ref-67-Research,9,train,train,False
Ref-48-Research,Ref-91-Research,9,train,train,False
Ref-48-Research,Ref-136-Research,9,validation,calibration,False
Ref-48-Research,Ref-34-Research,8,train,train,False
Ref-48-Research,Ref-53-Research,8,train,train,False
Ref-48-Research,Ref-64-Research,8,test,train,False
Ref-48-Research,Ref-88-Research,8,train,train,False
Ref-48-Research,Ref-96-Research,8,train,train,False
Ref-48-Research,Ref-100-Research,8,train,train,False
Ref-48-Research,Ref-104-Research,8,train,train,False
Ref-48-Research,Ref-106-Research,8,validation,calibration,False
Ref-48-Research,Ref-10-Research,7,train,train,False
Ref-48-Research,Ref-37-Research,7,train,train,False
Ref-48-Research,Ref-42-Research,7,train,train,False
Ref-48-Research,Ref-45-Research,7,train,train,False
Ref-48-Research,Ref-46-Research,7,train,train,False
Ref-48-Research,Ref-105-Research,7,train,train,False
Ref-48-Research,Ref-145-Research,7,train,train,False
Ref-48-Research,Ref-7-Research,6,train,train,False
Ref-48-Research,Ref-22-Research,6,train,train,False
Ref-48-Research,Ref-27-Research,6,train,train,False
Ref-48-Research,Ref-49-Research,6,train,train,False
Ref-48-Research,Ref-51-Research,6,train,train,False
Ref-48-Research,Ref-52-Research,6,validation,calibration,False
Ref-48-Research,Ref-57-Research,6,test,train,False
Ref-48-Research,Ref-84-Research,6,train,train,False
Ref-48-Research,Ref-87-Research,6,validation,calibration,False
Ref-48-Research,Ref-130-Research,6,train,train,False
Ref-48-Research,Ref-138-Research,6,train,train,False
Ref-48-Research,Ref-140-Research,6,train,train,False
Ref-48-Research,Ref-161-Research,6,test,train,False
Ref-48-Research,Ref-165-Research,6,train,train,False
Ref-48-Research,Ref-31-Research,5,train,train,False
Ref-48-Research,Ref-43-Research,5,train,train,False
Ref-48-Research,Ref-55-Research,5,test,train,False
Ref-48-Research,Ref-56-Research,5,train,train,False
Ref-48-Research,Ref-72-Research,5,train,train,False
Ref-48-Research,Ref-75-Research,5,test,train,False
Ref-48-Research,Ref-78-Research,5,train,train,False
Ref-48-Research,Ref-94-Research,5,train,train,False
Ref-48-Research,Ref-113-Research,5,validation,calibration,False
Ref-48-Research,Ref-114-Research,5,train,train,False
Ref-48-Research,Ref-115-Research,5,train,train,False
Ref-48-Research,Ref-117-Research,5,train,train,False
Ref-48-Research,Ref-118-Research,5,train,train,False
Ref-48-Research,Ref-126-Research,5,train,train,False
Ref-48-Research,Ref-159-Research,5,train,train,False
Ref-48-Research,Ref-163-Research,5,train,train,False
Ref-48-Research,Ref-166-Research,5,validation,calibration,False
Ref-48-Research,Ref-8-Research,4,train,train,False
Ref-48-Research,Ref-9-Research,4,test,train,False
Ref-48-Research,Ref-11-Research ,4,train,train,False
Ref-48-Research,Ref-12-Research,4,validation,calibration,False
Ref-48-Research,Ref-28-Research,4,validation,calibration,False
Ref-48-Research,Ref-32-Research,4,test,train,False
Ref-48-Research,Ref-41-Research,4,train,train,False
Ref-48-Research,Ref-44-Research,4,test,train,False
Ref-48-Research,Ref-81-Research,4,validation,calibration,False
Ref-48-Research,Ref-92-Research,4,train,train,False
Ref-48-Research,Ref-95-Research,4,test,train,False
Ref-48-Research,Ref-120-Research,4,validation,calibration,False
Ref-48-Research,Ref-137-Research,4,validation,calibration,False
Ref-48-Research,Ref-146-Research,4,train,train,False
Ref-48-Research,Ref-148-Research,4,train,train,False
Ref-48-Research,Ref-149-Research,4,validation,calibration,False
Ref-48-Research,Ref-154-Research,4,validation,calibration,False
Ref-48-Research,Ref-158-Research,4,train,train,False
Ref-48-Research,Ref-164-Research,4,validation,calibration,False
Ref-48-Research,Ref-2-Research,3,validation,calibration,False
Ref-48-Research,Ref-71-Research,3,train,train,False
Ref-48-Research,Ref-86-Research,3,train,train,False
Ref-48-Research,Ref-108-Research,3,test,train,False
Ref-48-Research,Ref-127-Research,3,train,train,False
Ref-48-Research,Ref-128-Research,3,test,train,False
Ref-48-Research,Ref-143-Research,3,train,train,False
Ref-48-Research,Ref-167-Research,3,validation,calibration,False
Ref-48-Research,Ref-33-Research,2,test,train,False
Ref-48-Research,Ref-40-Research,2,train,train,False
Ref-48-Research,Ref-68-Research,2,test,train,False
Ref-48-Research,Ref-80-Research,2,train,train,False
Ref-48-Research,Ref-83-Research,2,test,train,False
Ref-48-Research,Ref-89-Research,2,test,train,False
Ref-48-Research,Ref-109-Research,2,test,train,False
Ref-48-Research,Ref-111-Research,2,test,train,False
Ref-48-Research,Ref-133-Research,2,test,train,False
Ref-48-Research,Ref-151-Research,2,validation,calibration,False
Ref-48-Research,Ref-152-Research,2,validation,calibration,False
Ref-48-Research,Ref-35-Research,1,test,train,False
Ref-48-Research,Ref-97-Research,1,test,train,False
Ref-48-Research,Ref-119-Research,1,validation,calibration,False
Ref-48-Research,Ref-129-Research,1,validation,calibration,False
Ref-85-Research,Ref-144-Research,112,test,train,False
Ref-85-Research,Ref-121-Research,80,validation,calibration,False
Ref-85-Research,Ref-141-Research,73,validation,calibration,False
Ref-85-Research,Ref-48-Research,72,test,train,False
Ref-85-Research,Ref-85-Research,64,train,heldout,False
Ref-85-Research,Ref-139-Research,51,train,train,False
Ref-85-Research,Ref-135-Research,43,train,train,False
Ref-85-Research,Ref-153-Research,43,validation,calibration,False
Ref-85-Research,Ref-116-Research,36,train,train,False
Ref-85-Research,Ref-65-Research,30,test,train,False
Ref-85-Research,Ref-70-Research,30,train,train,False
Ref-85-Research,Ref-101-Research,28,train,train,False
Ref-85-Research,Ref-13-Research,27,train,train,False
Ref-85-Research,Ref-21-Research,27,train,train,False
Ref-85-Research,Ref-26-Research,26,train,train,False
Ref-85-Research,Ref-61-Research,26,train,train,False
Ref-85-Research,Ref-77-Research,26,train,train,False
Ref-85-Research,Ref-5-Research,25,train,train,False
Ref-85-Research,Ref-6-Research,24,train,train,False
Ref-85-Research,Ref-54-Research,24,train,train,False
Ref-85-Research,Ref-62-Research,24,train,train,False
Ref-85-Research,Ref-66-Research,24,train,train,False
Ref-85-Research,Ref-50-Research,21,train,train,False
Ref-85-Research,Ref-4-Research,20,validation,calibration,False
Ref-85-Research,Ref-24-Research,20,train,train,False
Ref-85-Research,Ref-134-Research,20,train,train,False
Ref-85-Research,Ref-155-Research,20,train,train,False
Ref-85-Research,Ref-19-Research,19,train,train,False
Ref-85-Research,Ref-63-Research,19,train,train,False
Ref-85-Research,Ref-162-Research,19,test,train,False
Ref-85-Research,Ref-3-Research,18,train,train,False
Ref-85-Research,Ref-58-Research,18,train,train,False
Ref-85-Research,Ref-73-Research,18,train,train,False
Ref-85-Research,Ref-76-Research,18,train,train,False
Ref-85-Research,Ref-110-Research,18,train,train,False
Ref-85-Research,Ref-122-Research,18,train,train,False
Ref-85-Research,Ref-1-data,16,train,train,False
Ref-85-Research,Ref-15-Research,16,train,train,False
Ref-85-Research,Ref-98-Research,16,train,train,False
Ref-85-Research,Ref-102-Research,16,train,train,False
Ref-85-Research,Ref-107-Research,16,train,train,False
Ref-85-Research,Ref-125-Research,16,train,train,False
Ref-85-Research,Ref-147-Research,16,train,train,False
Ref-85-Research,Ref-168-Research,16,train,train,False
Ref-85-Research,Ref-157-Research,15,train,train,False
Ref-85-Research,Ref-30-Research,13,train,train,False
Ref-85-Research,Ref-36-Research,13,train,train,False
Ref-85-Research,Ref-18-Research,12,train,train,False
Ref-85-Research,Ref-23-Research,12,train,train,False
Ref-85-Research,Ref-59-Research,12,train,train,False
Ref-85-Research,Ref-69-Research,12,train,train,False
Ref-85-Research,Ref-90-Research,12,train,train,False
Ref-85-Research,Ref-132-Research,12,validation,calibration,False
Ref-85-Research,Ref-142-Research,12,train,train,False
Ref-85-Research,Ref-16-Research,11,train,train,False
Ref-85-Research,Ref-25-Research,11,train,train,False
Ref-85-Research,Ref-74-Research,11,train,train,False
Ref-85-Research,Ref-123-Research,11,train,train,False
Ref-85-Research,Ref-150-Research,11,train,train,False
Ref-85-Research,Ref-14-Research,10,train,train,False
Ref-85-Research,Ref-17-Research,10,train,train,False
Ref-85-Research,Ref-20-Research,10,train,train,False
Ref-85-Research,Ref-38-Research,10,train,train,False
Ref-85-Research,Ref-39-Research,10,train,train,False
Ref-85-Research,Ref-47-Research,10,train,train,False
Ref-85-Research,Ref-60-Research,10,train,train,False
Ref-85-Research,Ref-82-Research,10,train,train,False
Ref-85-Research,Ref-93-Research,10,train,train,False
Ref-85-Research,Ref-99-Research,10,train,train,False
Ref-85-Research,Ref-103-Research,10,train,train,False
Ref-85-Research,Ref-124-Research,10,train,train,False
Ref-85-Research,Ref-156-Research,10,train,train,False
Ref-85-Research,Ref-160-Research,10,test,train,False
Ref-85-Research,Ref-29-Research,9,train,train,False
Ref-85-Research,Ref-67-Research,9,train,train,False
Ref-85-Research,Ref-91-Research,9,train,train,False
Ref-85-Research,Ref-136-Research,9,validation,calibration,False
Ref-85-Research,Ref-34-Research,8,train,train,False
Ref-85-Research,Ref-53-Research,8,train,train,False
Ref-85-Research,Ref-64-Research,8,test,train,False
Ref-85-Research,Ref-88-Research,8,train,train,False
Ref-85-Research,Ref-96-Research,8,train,train,False
Ref-85-Research,Ref-100-Research,8,train,train,False
Ref-85-Research,Ref-104-Research,8,train,train,False
Ref-85-Research,Ref-106-Research,8,validation,calibration,False
Ref-85-Research,Ref-10-Research,7,train,train,False
Ref-85-Research,Ref-37-Research,7,train,train,False
Ref-85-Research,Ref-42-Research,7,train,train,False
Ref-85-Research,Ref-45-Research,7,train,train,False
Ref-85-Research,Ref-46-Research,7,train,train,False
Ref-85-Research,Ref-105-Research,7,train,train,False
Ref-85-Research,Ref-145-Research,7,train,train,False
Ref-85-Research,Ref-7-Research,6,train,train,False
Ref-85-Research,Ref-22-Research,6,train,train,False
Ref-85-Research,Ref-27-Research,6,train,train,False
Ref-85-Research,Ref-49-Research,6,train,train,False
Ref-85-Research,Ref-51-Research,6,train,train,False
Ref-85-Research,Ref-52-Research,6,validation,calibration,False
Ref-85-Research,Ref-57-Research,6,test,train,False
Ref-85-Research,Ref-84-Research,6,train,train,False
Ref-85-Research,Ref-87-Research,6,validation,calibration,False
Ref-85-Research,Ref-130-Research,6,train,train,False
Ref-85-Research,Ref-138-Research,6,train,train,False
Ref-85-Research,Ref-140-Research,6,train,train,False
Ref-85-Research,Ref-161-Research,6,test,train,False
Ref-85-Research,Ref-165-Research,6,train,train,False
Ref-85-Research,Ref-31-Research,5,train,train,False
Ref-85-Research,Ref-43-Research,5,train,train,False
Ref-85-Research,Ref-55-Research,5,test,train,False
Ref-85-Research,Ref-56-Research,5,train,train,False
Ref-85-Research,Ref-72-Research,5,train,train,False
Ref-85-Research,Ref-75-Research,5,test,train,False
Ref-85-Research,Ref-78-Research,5,train,train,False
Ref-85-Research,Ref-94-Research,5,train,train,False
Ref-85-Research,Ref-113-Research,5,validation,calibration,False
Ref-85-Research,Ref-114-Research,5,train,train,False
Ref-85-Research,Ref-115-Research,5,train,train,False
Ref-85-Research,Ref-117-Research,5,train,train,False
Ref-85-Research,Ref-118-Research,5,train,train,False
Ref-85-Research,Ref-126-Research,5,train,train,False
Ref-85-Research,Ref-159-Research,5,train,train,False
Ref-85-Research,Ref-163-Research,5,train,train,False
Ref-85-Research,Ref-166-Research,5,validation,calibration,False
Ref-85-Research,Ref-8-Research,4,train,train,False
Ref-85-Research,Ref-9-Research,4,test,train,False
Ref-85-Research,Ref-11-Research ,4,train,train,False
Ref-85-Research,Ref-12-Research,4,validation,calibration,False
Ref-85-Research,Ref-28-Research,4,validation,calibration,False
Ref-85-Research,Ref-32-Research,4,test,train,False
Ref-85-Research,Ref-41-Research,4,train,train,False
Ref-85-Research,Ref-44-Research,4,test,train,False
Ref-85-Research,Ref-81-Research,4,validation,calibration,False
Ref-85-Research,Ref-92-Research,4,train,train,False
Ref-85-Research,Ref-95-Research,4,test,train,False
Ref-85-Research,Ref-120-Research,4,validation,calibration,False
Ref-85-Research,Ref-137-Research,4,validation,calibration,False
Ref-85-Research,Ref-146-Research,4,train,train,False
Ref-85-Research,Ref-148-Research,4,train,train,False
Ref-85-Research,Ref-149-Research,4,validation,calibration,False
Ref-85-Research,Ref-154-Research,4,validation,calibration,False
Ref-85-Research,Ref-158-Research,4,train,train,False
Ref-85-Research,Ref-164-Research,4,validation,calibration,False
Ref-85-Research,Ref-2-Research,3,validation,calibration,False
Ref-85-Research,Ref-71-Research,3,train,train,False
Ref-85-Research,Ref-86-Research,3,train,train,False
Ref-85-Research,Ref-108-Research,3,test,train,False
Ref-85-Research,Ref-127-Research,3,train,train,False
Ref-85-Research,Ref-128-Research,3,test,train,False
Ref-85-Research,Ref-143-Research,3,train,train,False
Ref-85-Research,Ref-167-Research,3,validation,calibration,False
Ref-85-Research,Ref-33-Research,2,test,train,False
Ref-85-Research,Ref-40-Research,2,train,train,False
Ref-85-Research,Ref-68-Research,2,test,train,False
Ref-85-Research,Ref-80-Research,2,train,train,False
Ref-85-Research,Ref-83-Research,2,test,train,False
Ref-85-Research,Ref-89-Research,2,test,train,False
Ref-85-Research,Ref-109-Research,2,test,train,False
Ref-85-Research,Ref-111-Research,2,test,train,False
Ref-85-Research,Ref-133-Research,2,test,train,False
Ref-85-Research,Ref-151-Research,2,validation,calibration,False
Ref-85-Research,Ref-152-Research,2,validation,calibration,False
Ref-85-Research,Ref-35-Research,1,test,train,False
Ref-85-Research,Ref-97-Research,1,test,train,False
Ref-85-Research,Ref-119-Research,1,validation,calibration,False
Ref-85-Research,Ref-129-Research,1,validation,calibration,False
Ref-139-Research,Ref-144-Research,112,test,train,False
Ref-139-Research,Ref-121-Research,80,validation,calibration,False
Ref-139-Research,Ref-141-Research,73,validation,calibration,False
Ref-139-Research,Ref-48-Research,72,test,train,False
Ref-139-Research,Ref-85-Research,64,train,train,False
Ref-139-Research,Ref-139-Research,51,train,heldout,False
Ref-139-Research,Ref-135-Research,43,train,train,False
Ref-139-Research,Ref-153-Research,43,validation,calibration,False
Ref-139-Research,Ref-116-Research,36,train,train,False
Ref-139-Research,Ref-65-Research,30,test,train,False
Ref-139-Research,Ref-70-Research,30,train,train,False
Ref-139-Research,Ref-101-Research,28,train,train,False
Ref-139-Research,Ref-13-Research,27,train,train,False
Ref-139-Research,Ref-21-Research,27,train,train,False
Ref-139-Research,Ref-26-Research,26,train,train,False
Ref-139-Research,Ref-61-Research,26,train,train,False
Ref-139-Research,Ref-77-Research,26,train,train,False
Ref-139-Research,Ref-5-Research,25,train,train,False
Ref-139-Research,Ref-6-Research,24,train,train,False
Ref-139-Research,Ref-54-Research,24,train,train,False
Ref-139-Research,Ref-62-Research,24,train,train,False
Ref-139-Research,Ref-66-Research,24,train,train,False
Ref-139-Research,Ref-50-Research,21,train,train,False
Ref-139-Research,Ref-4-Research,20,validation,calibration,False
Ref-139-Research,Ref-24-Research,20,train,train,False
Ref-139-Research,Ref-134-Research,20,train,train,False
Ref-139-Research,Ref-155-Research,20,train,train,False
Ref-139-Research,Ref-19-Research,19,train,train,False
Ref-139-Research,Ref-63-Research,19,train,train,False
Ref-139-Research,Ref-162-Research,19,test,train,False
Ref-139-Research,Ref-3-Research,18,train,train,False
Ref-139-Research,Ref-58-Research,18,train,train,False
Ref-139-Research,Ref-73-Research,18,train,train,False
Ref-139-Research,Ref-76-Research,18,train,train,False
Ref-139-Research,Ref-110-Research,18,train,train,False
Ref-139-Research,Ref-122-Research,18,train,train,False
Ref-139-Research,Ref-1-data,16,train,train,False
Ref-139-Research,Ref-15-Research,16,train,train,False
Ref-139-Research,Ref-98-Research,16,train,train,False
Ref-139-Research,Ref-102-Research,16,train,train,False
Ref-139-Research,Ref-107-Research,16,train,train,False
Ref-139-Research,Ref-125-Research,16,train,train,False
Ref-139-Research,Ref-147-Research,16,train,train,False
Ref-139-Research,Ref-168-Research,16,train,train,False
Ref-139-Research,Ref-157-Research,15,train,train,False
Ref-139-Research,Ref-30-Research,13,train,train,False
Ref-139-Research,Ref-36-Research,13,train,train,False
Ref-139-Research,Ref-18-Research,12,train,train,False
Ref-139-Research,Ref-23-Research,12,train,train,False
Ref-139-Research,Ref-59-Research,12,train,train,False
Ref-139-Research,Ref-69-Research,12,train,train,False
Ref-139-Research,Ref-90-Research,12,train,train,False
Ref-139-Research,Ref-132-Research,12,validation,calibration,False
Ref-139-Research,Ref-142-Research,12,train,train,False
Ref-139-Research,Ref-16-Research,11,train,train,False
Ref-139-Research,Ref-25-Research,11,train,train,False
Ref-139-Research,Ref-74-Research,11,train,train,False
Ref-139-Research,Ref-123-Research,11,train,train,False
Ref-139-Research,Ref-150-Research,11,train,train,False
Ref-139-Research,Ref-14-Research,10,train,train,False
Ref-139-Research,Ref-17-Research,10,train,train,False
Ref-139-Research,Ref-20-Research,10,train,train,False
Ref-139-Research,Ref-38-Research,10,train,train,False
Ref-139-Research,Ref-39-Research,10,train,train,False
Ref-139-Research,Ref-47-Research,10,train,train,False
Ref-139-Research,Ref-60-Research,10,train,train,False
Ref-139-Research,Ref-82-Research,10,train,train,False
Ref-139-Research,Ref-93-Research,10,train,train,False
Ref-139-Research,Ref-99-Research,10,train,train,False
Ref-139-Research,Ref-103-Research,10,train,train,False
Ref-139-Research,Ref-124-Research,10,train,train,False
Ref-139-Research,Ref-156-Research,10,train,train,False
Ref-139-Research,Ref-160-Research,10,test,train,False
Ref-139-Research,Ref-29-Research,9,train,train,False
Ref-139-Research,Ref-67-Research,9,train,train,False
Ref-139-Research,Ref-91-Research,9,train,train,False
Ref-139-Research,Ref-136-Research,9,validation,calibration,False
Ref-139-Research,Ref-34-Research,8,train,train,False
Ref-139-Research,Ref-53-Research,8,train,train,False
Ref-139-Research,Ref-64-Research,8,test,train,False
Ref-139-Research,Ref-88-Research,8,train,train,False
Ref-139-Research,Ref-96-Research,8,train,train,False
Ref-139-Research,Ref-100-Research,8,train,train,False
Ref-139-Research,Ref-104-Research,8,train,train,False
Ref-139-Research,Ref-106-Research,8,validation,calibration,False
Ref-139-Research,Ref-10-Research,7,train,train,False
Ref-139-Research,Ref-37-Research,7,train,train,False
Ref-139-Research,Ref-42-Research,7,train,train,False
Ref-139-Research,Ref-45-Research,7,train,train,False
Ref-139-Research,Ref-46-Research,7,train,train,False
Ref-139-Research,Ref-105-Research,7,train,train,False
Ref-139-Research,Ref-145-Research,7,train,train,False
Ref-139-Research,Ref-7-Research,6,train,train,False
Ref-139-Research,Ref-22-Research,6,train,train,False
Ref-139-Research,Ref-27-Research,6,train,train,False
Ref-139-Research,Ref-49-Research,6,train,train,False
Ref-139-Research,Ref-51-Research,6,train,train,False
Ref-139-Research,Ref-52-Research,6,validation,calibration,False
Ref-139-Research,Ref-57-Research,6,test,train,False
Ref-139-Research,Ref-84-Research,6,train,train,False
Ref-139-Research,Ref-87-Research,6,validation,calibration,False
Ref-139-Research,Ref-130-Research,6,train,train,False
Ref-139-Research,Ref-138-Research,6,train,train,False
Ref-139-Research,Ref-140-Research,6,train,train,False
Ref-139-Research,Ref-161-Research,6,test,train,False
Ref-139-Research,Ref-165-Research,6,train,train,False
Ref-139-Research,Ref-31-Research,5,train,train,False
Ref-139-Research,Ref-43-Research,5,train,train,False
Ref-139-Research,Ref-55-Research,5,test,train,False
Ref-139-Research,Ref-56-Research,5,train,train,False
Ref-139-Research,Ref-72-Research,5,train,train,False
Ref-139-Research,Ref-75-Research,5,test,train,False
Ref-139-Research,Ref-78-Research,5,train,train,False
Ref-139-Research,Ref-94-Research,5,train,train,False
Ref-139-Research,Ref-113-Research,5,validation,calibration,False
Ref-139-Research,Ref-114-Research,5,train,train,False
Ref-139-Research,Ref-115-Research,5,train,train,False
Ref-139-Research,Ref-117-Research,5,train,train,False
Ref-139-Research,Ref-118-Research,5,train,train,False
Ref-139-Research,Ref-126-Research,5,train,train,False
Ref-139-Research,Ref-159-Research,5,train,train,False
Ref-139-Research,Ref-163-Research,5,train,train,False
Ref-139-Research,Ref-166-Research,5,validation,calibration,False
Ref-139-Research,Ref-8-Research,4,train,train,False
Ref-139-Research,Ref-9-Research,4,test,train,False
Ref-139-Research,Ref-11-Research ,4,train,train,False
Ref-139-Research,Ref-12-Research,4,validation,calibration,False
Ref-139-Research,Ref-28-Research,4,validation,calibration,False
Ref-139-Research,Ref-32-Research,4,test,train,False
Ref-139-Research,Ref-41-Research,4,train,train,False
Ref-139-Research,Ref-44-Research,4,test,train,False
Ref-139-Research,Ref-81-Research,4,validation,calibration,False
Ref-139-Research,Ref-92-Research,4,train,train,False
Ref-139-Research,Ref-95-Research,4,test,train,False
Ref-139-Research,Ref-120-Research,4,validation,calibration,False
Ref-139-Research,Ref-137-Research,4,validation,calibration,False
Ref-139-Research,Ref-146-Research,4,train,train,False
Ref-139-Research,Ref-148-Research,4,train,train,False
Ref-139-Research,Ref-149-Research,4,validation,calibration,False
Ref-139-Research,Ref-154-Research,4,validation,calibration,False
Ref-139-Research,Ref-158-Research,4,train,train,False
Ref-139-Research,Ref-164-Research,4,validation,calibration,False
Ref-139-Research,Ref-2-Research,3,validation,calibration,False
Ref-139-Research,Ref-71-Research,3,train,train,False
Ref-139-Research,Ref-86-Research,3,train,train,False
Ref-139-Research,Ref-108-Research,3,test,train,False
Ref-139-Research,Ref-127-Research,3,train,train,False
Ref-139-Research,Ref-128-Research,3,test,train,False
Ref-139-Research,Ref-143-Research,3,train,train,False
Ref-139-Research,Ref-167-Research,3,validation,calibration,False
Ref-139-Research,Ref-33-Research,2,test,train,False
Ref-139-Research,Ref-40-Research,2,train,train,False
Ref-139-Research,Ref-68-Research,2,test,train,False
Ref-139-Research,Ref-80-Research,2,train,train,False
Ref-139-Research,Ref-83-Research,2,test,train,False
Ref-139-Research,Ref-89-Research,2,test,train,False
Ref-139-Research,Ref-109-Research,2,test,train,False
Ref-139-Research,Ref-111-Research,2,test,train,False
Ref-139-Research,Ref-133-Research,2,test,train,False
Ref-139-Research,Ref-151-Research,2,validation,calibration,False
Ref-139-Research,Ref-152-Research,2,validation,calibration,False
Ref-139-Research,Ref-35-Research,1,test,train,False
Ref-139-Research,Ref-97-Research,1,test,train,False
Ref-139-Research,Ref-119-Research,1,validation,calibration,False
Ref-139-Research,Ref-129-Research,1,validation,calibration,False
